rank,headword,cefr,freqRank,tier
938,"indebted",B2,14991,core
939,"completion",B2,15057,core
940,"gourmet",C1,15074,core
941,"blindness",B2,15090,core
942,"tack",B2,15100,core
943,"frosty",C1,15119,core
944,"outing",B2,15134,core
945,"literal",B2,15200,core
946,"criteria",C1,15208,core
947,"trainee",B2,15210,core
948,"mutton",B2,15254,core
949,"hypocrisy",C1,15255,core
950,"orchestral",B2,15265,core
951,"endlessly",B2,15266,core
952,"redo",B2,15270,core
953,"predicament",B2,15290,core
954,"psyche",C1,15300,core
955,"ideology",B2,15325,core
956,"succession",C1,15341,core
957,"atmospheric",C1,15346,core
958,"flask",C1,15359,core
959,"bearded",C1,15370,core
960,"downfall",B2,15378,core
961,"domination",C1,15383,core
962,"beneficial",B2,15391,core
963,"unfamiliar",B2,15414,core
964,"persecution",C1,15416,core
965,"elect",B2,15443,core
966,"microscopic",B2,15446,core
967,"ointment",B2,15461,core
968,"electrician",B2,15466,core
969,"actively",B2,15470,core
970,"bossy",B2,15485,core
971,"cosy",B2,15495,core
972,"bio",B2,15509,core
973,"extraordinarily",B2,15516,core
974,"consultation",C1,15521,core
975,"agreeable",C1,15522,core
976,"wasp",B2,15525,core
977,"brilliantly",B2,15529,core
978,"significantly",B2,15562,core
979,"recession",B2,15624,core
980,"firearm",B2,15626,core
981,"geological",C1,15653,core
982,"linger",B2,15659,core
983,"wary",C1,15696,core
984,"stamina",C1,15708,core
985,"upbringing",B2,15719,core
986,"elegance",B2,15731,core
987,"trio",B2,15802,core
988,"fictional",B2,15834,core
989,"weakly",B2,15861,core
990,"scientifically",B2,15925,core
991,"graft",C1,15943,core
992,"lush",B2,15957,core
993,"infect",B2,15967,core
994,"high-tech",B2,16003,core
995,"exceptionally",B2,16011,core
996,"fearsome",B2,16028,core
997,"exploitation",C1,16037,core
998,"selfless",B2,16054,core
999,"vegetation",C1,16060,core
1000,"snowball",B2,16087,core
1001,"ballad",B2,16107,core
1002,"recreation",B2,16119,core
1003,"wrongly",B2,16129,core
1004,"spartan",C1,16136,core
1005,"skateboard",B2,16144,core
1006,"shoplifting",B2,16173,core
1007,"conveniently",B2,16228,core
1008,"cherished",B2,16318,core
1009,"pyjamas",B2,16393,core
1010,"lifeless",B2,16430,core
1011,"acre",C1,16448,core
1012,"unsafe",B2,16456,core
1013,"walnut",B2,16505,core
1014,"spokesman",B2,16547,core
1015,"relaxation",B2,16554,core
1016,"insufficient",B2,16567,core
1017,"brewery",B2,16578,core
1018,"breathtaking",B2,16588,core
1019,"apt",C1,16592,core
1020,"scuba",B2,16603,core
1021,"judo",B2,16638,core
1022,"unimaginable",B2,16657,core
1023,"stimulate",B2,16658,core
1024,"fanatic",C1,16663,core
1025,"enormously",C1,16676,core
1026,"inexperienced",B2,16681,core
1027,"unsure",B2,16697,core
1028,"twitch",C1,16721,core
1029,"ludicrous",C1,16733,core
1030,"penicillin",B2,16741,core
1031,"canon",B2,16748,core
1032,"astonished",B2,16766,core
1033,"catchy",B2,16768,core
1034,"barley",B2,16810,core
1035,"provocative",C1,16881,core
1036,"complimentary",C1,16884,core
1037,"bloodstream",B2,16894,core
1038,"sufficiently",B2,16908,core
1039,"psychologically",B2,16910,core
1040,"schoolgirl",B2,16948,core
1041,"manicure",C1,16964,core
1042,"viewer",B2,16967,core
1043,"archaeologist",B2,17004,core
1044,"silverware",B2,17029,core
1045,"inspirational",B2,17045,core
1046,"patriotism",B2,17071,core
1047,"sprint",B2,17079,core
1048,"endorsement",C1,17080,core
1049,"inseparable",B2,17089,core
1050,"passionately",B2,17100,core
1051,"tiresome",B2,17103,core
1052,"slang",B2,17123,core
1053,"unrest",B2,17195,core
1054,"adversary",C1,17219,core
1055,"abruptly",B2,17223,core
1056,"unison",C1,17237,core
1057,"eyebrow",B2,17277,core
1058,"unwilling",B2,17280,core
1059,"profoundly",C1,17281,core
1060,"enduring",B2,17314,core
1061,"vibration",B2,17320,core
1062,"tumour",B2,17322,core
1063,"petrified",B2,17324,core
1064,"guerrilla",B2,17362,core
1065,"startling",C1,17366,core
1066,"tulip",B2,17376,core
1067,"dreamy",B2,17431,core
1068,"contradiction",B2,17457,core
1069,"wartime",B2,17468,core
1070,"grapefruit",C1,17472,core
1071,"trait",B2,17503,core
1072,"chemotherapy",B2,17506,core
1073,"hazardous",B2,17507,core
1074,"variation",B2,17527,core
1075,"benevolent",B2,17596,core
1076,"distributor",B2,17612,core
1077,"ghostly",C1,17622,core
1078,"bubbly",C1,17628,core
1079,"follower",B2,17630,core
1080,"neighboring",B2,17638,core
1081,"tremendously",B2,17653,core
1082,"recollection",B2,17662,core
1083,"exclude",B2,17671,core
1084,"benign",C1,17723,core
1085,"mutually",C1,17809,core
1086,"kerosene",B2,17813,core
1087,"millimeter",B2,17870,core
1088,"detachment",B2,17874,core
1089,"discredit",B2,17937,core
1090,"ammonia",B2,17960,core
1091,"mould",B2,17987,core
1092,"revival",B2,17988,core
1093,"seasonal",B2,18002,core
1094,"heartbreaking",B2,18030,core
1095,"conservatory",C1,18040,core
1096,"ordinarily",C1,18083,core
1097,"perceptive",C1,18093,core
1098,"hugely",B2,18095,core
1099,"unofficial",B2,18142,core
1100,"degrading",C1,18164,core
1101,"momentarily",B2,18179,core
1102,"indispensable",B2,18197,core
1103,"coastline",B2,18272,core
1104,"imagery",B2,18283,core
1105,"invoice",C1,18302,core
1106,"rejoin",B2,18331,core
1107,"suitor",C1,18335,core
1108,"waterfront",C1,18370,core
1109,"landslide",B2,18411,core
1110,"thinker",B2,18428,core
1111,"deficit",B2,18487,core
1112,"stimulation",B2,18505,core
1113,"realization",B2,18540,core
1114,"tuberculosis",B2,18543,core
1115,"tolerant",B2,18548,core
1116,"flutter",B2,18554,core
1117,"detest",C1,18556,core
1118,"unsuccessful",B2,18564,core
1119,"hospice",B2,18579,core
1120,"independently",B2,18605,core
1121,"deduction",B2,18611,core
1122,"dependable",B2,18615,core
1123,"relapse",C1,18629,core
1124,"claustrophobic",C1,18639,core
1125,"stylist",B2,18657,core
1126,"puzzled",B2,18677,core
1127,"relativity",B2,18689,core
1128,"recharge",C1,18693,core
1129,"unsettling",C1,18730,core
1130,"incurable",B2,18770,core
1131,"creamy",C1,18794,core
1132,"reverence",B2,18807,core
1133,"cannonball",B2,18826,core
1134,"aqua",C1,18836,core
1135,"unhappiness",B2,18868,core
1136,"continuity",C1,18870,core
1137,"staple",C1,18878,core
1138,"disapprove",B2,18936,core
1139,"limitless",C1,18948,core
1140,"otter",C1,18979,core
1141,"width",B2,18999,core
1142,"sanitation",B2,19035,core
1143,"flashback",C1,19044,core
1144,"linear",C1,19109,core
1145,"birthplace",B2,19179,core
1146,"timeless",B2,19204,core
1147,"hypocritical",C1,19208,core
1148,"warship",B2,19252,core
1149,"newscaster",B2,19256,core
1150,"obituary",B2,19276,core
1151,"invoke",B2,19316,core
1152,"unconventional",C1,19317,core
1153,"hijack",B2,19335,core
1154,"alignment",C1,19356,core
1155,"silhouette",C1,19389,core
1156,"impartial",B2,19396,core
1157,"tabloid",B2,19400,core
1158,"collaborate",C1,19457,core
1159,"thoughtless",B2,19480,core
1160,"soundtrack",B2,19519,core
1161,"tantrum",C1,19525,core
1162,"genome",C1,19543,core
1163,"advancement",B2,19552,core
1164,"adversity",B2,19567,core
1165,"ozone",B2,19574,core
1166,"demolish",B2,19587,core
1167,"generously",B2,19589,core
1168,"occupational",C1,19598,core
1169,"repression",B2,19620,core
1170,"firewall",C1,19694,core
1171,"tract",C1,19743,core
1172,"knowingly",B2,19760,core
1173,"affordable",B2,19786,core
1174,"disorderly",B2,19788,core
1175,"unattractive",B2,19790,core
1176,"optimist",B2,19799,core
1177,"barbershop",B2,19842,core
1178,"readily",B2,19858,core
1179,"spacious",C1,19866,core
1180,"overhear",B2,19902,core
1181,"unpopular",B2,19916,core
1182,"conjure",C1,19926,core
1183,"spontaneously",C1,19964,core
1184,"self-conscious",C1,20005,core
1185,"compute",B2,20046,core
1186,"stereotype",B2,20056,core
1187,"tycoon",C1,20128,core
1188,"quirky",C1,20155,core
1189,"fiercely",C1,20166,core
1190,"misleading",B2,20198,core
1191,"unwise",B2,20220,core
1192,"distressing",B2,20234,core
1193,"waterproof",B2,20282,core
1194,"implicate",C1,20298,core
1195,"fingernail",B2,20354,core
1196,"exodus",C1,20388,core
1197,"refinery",B2,20389,core
1198,"polio",B2,20405,core
1199,"lastly",B2,20409,core
1200,"micro",B2,20418,core
1201,"reggae",B2,20452,core
1202,"revere",C1,20455,core
1203,"overcoat",B2,20478,core
1204,"conscientious",C1,20480,core
1205,"overalls",C1,20532,core
1206,"insubordination",C1,20536,core
1207,"ethic",B2,20551,core
1208,"nocturnal",C1,20568,core
1209,"partisan",B2,20571,core
1210,"bony",B2,20614,core
1211,"trusty",B2,20661,core
1212,"tranquility",C1,20682,core
1213,"varied",B2,20689,core
1214,"radically",B2,20716,core
1215,"vibrate",B2,20718,core
1216,"aggressively",B2,20735,core
1217,"trample",B2,20771,core
1218,"chisel",C1,20777,core
1219,"concerto",C1,20822,core
1220,"unbeatable",B2,20824,core
1221,"align",C1,20834,core
1222,"sanctity",C1,20835,core
1223,"geographic",B2,20838,core
1224,"unplug",C1,20855,core
1225,"appropriately",B2,20864,core
1226,"uneven",B2,20900,core
1227,"unrealistic",B2,20922,core
1228,"nutshell",B2,20985,core
1229,"admittedly",B2,21016,core
1230,"unchanged",B2,21027,core
1231,"buffoon",C1,21042,core
1232,"olympia",B2,21048,core
1233,"pounce",C1,21103,core
1234,"antics",C1,21132,core
1235,"trampoline",C1,21136,core
1236,"niche",C1,21183,core
1237,"jeweler",B2,21200,core
1238,"circulate",C1,21303,core
1239,"prowl",C1,21314,core
1240,"suburb",B2,21323,core
1241,"aristocracy",B2,21382,core
1242,"glum",C1,21389,core
1243,"snooze",C1,21395,core
1244,"instinctively",C1,21408,core
1245,"self-confidence",B2,21462,core
1246,"fiddler",C1,21499,core
1247,"enquire",B2,21515,core
1248,"corresponding",B2,21528,core
1249,"shopkeeper",B2,21536,core
1250,"exhilarating",C1,21581,core
1251,"provision",B2,21590,core
1252,"magnetism",C1,21631,core
1253,"widen",B2,21640,core
1254,"mobility",B2,21641,core
1255,"lecturer",B2,21652,core
1256,"dissatisfied",B2,21661,core
1257,"tenderly",B2,21705,core
1258,"elevation",C1,21733,core
1259,"turbulent",B2,21749,core
1260,"perseverance",B2,21790,core
1261,"mausoleum",B2,21827,core
1262,"catalyst",B2,21842,core
1263,"rendering",C1,21951,core
1264,"pertinent",C1,21973,core
1265,"integral",C1,21981,core
1266,"optional",B2,22015,core
1267,"denim",B2,22067,core
1268,"bitterly",B2,22088,core
1269,"typhoid",B2,22112,core
1270,"repetition",B2,22137,core
1271,"improbable",B2,22143,core
1272,"bureaucratic",C1,22153,core
1273,"decorative",B2,22211,core
1274,"shipwreck",B2,22218,core
1275,"shambles",C1,22256,core
1276,"reluctantly",C1,22280,core
1277,"concur",C1,22323,core
1278,"playwright",B2,22330,core
1279,"sedate",C1,22399,core
1280,"foolishly",B2,22404,core
1281,"beagle",B2,22437,core
1282,"momentary",B2,22440,core
1283,"voter",B2,22456,core
1284,"presenter",B2,22491,core
1285,"hospitable",B2,22536,core
1286,"sociable",B2,22538,core
1287,"alcoholism",B2,22545,core
1288,"narcissistic",B2,22552,core
1289,"persistence",B2,22571,core
1290,"latent",C1,22617,core
1291,"cardigan",B2,22620,core
1292,"fibre",B2,22729,core
1293,"specify",B2,22751,core
1294,"coupled",C1,22765,core
1295,"knowledgeable",C1,22838,core
1296,"skillful",B2,22853,core
1297,"tablecloth",B2,22870,core
1298,"respiration",B2,22923,core
1299,"versatile",C1,22936,core
1300,"gusto",C1,22943,core
1301,"pendulum",C1,22971,core
1302,"cornerstone",B2,22985,core
1303,"rapport",C1,22992,core
1304,"collaborator",C1,23009,core
1305,"anchored",C1,23011,core
1306,"critically",B2,23029,core
1307,"blockbuster",C1,23038,core
1308,"overlap",B2,23142,core
1309,"anthropology",C1,23145,core
1310,"implication",B2,23195,core
1311,"connoisseur",C1,23222,core
1312,"prawn",B2,23260,core
1313,"loosely",B2,23267,core
1314,"conceivable",B2,23296,core
1315,"conjunction",B2,23303,core
1316,"clerical",B2,23324,core
1317,"cruelly",B2,23373,core
1318,"draught",B2,23374,core
1319,"outlive",B2,23401,core
1320,"ph",B2,23402,core
1321,"manoeuvre",C1,23418,core
1322,"vocalist",B2,23448,core
1323,"corona",B2,23476,core
1324,"dissect",C1,23495,core
1325,"physique",C1,23496,core
1326,"showbiz",B2,23499,core
1327,"gushing",C1,23554,core
1328,"socialize",B2,23592,core
1329,"finely",B2,23604,core
1330,"taunt",B2,23631,core
1331,"piracy",B2,23652,core
1332,"rhinoceros",B2,23679,core
1333,"illustrate",B2,23689,core
1334,"papaya",B2,23711,core
1335,"craftsman",B2,23729,core
1336,"playmate",B2,23756,core
1337,"tanned",B2,23765,core
1338,"thickness",B2,23770,core
1339,"professionalism",C1,23782,core
1340,"nomad",B2,23811,core
1341,"masseur",B2,23862,core
1342,"stoke",C1,23918,core
1343,"appreciative",B2,23944,core
1344,"relinquish",C1,23960,core
1345,"fondly",B2,23963,core
1346,"daydream",C1,23993,core
1347,"induction",C1,24012,core
1348,"hourly",B2,24028,core
1349,"programmer",B2,24039,core
1350,"paternal",C1,24110,core
1351,"prose",B2,24184,core
1352,"pawnshop",B2,24237,core
1353,"expedite",C1,24273,core
1354,"economical",B2,24292,core
1355,"giveaway",B2,24332,core
1356,"advisory",C1,24368,core
1357,"headstrong",C1,24372,core
1358,"sulphur",B2,24399,core
1359,"organizer",B2,24400,core
1360,"hemp",B2,24417,core
1361,"anthropologist",C1,24421,core
1362,"modification",B2,24424,core
1363,"daunting",C1,24432,core
1364,"innate",B2,24443,core
1365,"resin",C1,24518,core
1366,"brainwashing",C1,24568,core
1367,"elemental",B2,24583,core
1368,"suspiciously",B2,24626,core
1369,"doubly",B2,24684,core
1370,"protagonist",C1,24762,core
1371,"bracket",B2,24769,core
1372,"decomposition",B2,24780,core
1373,"clog",B2,24794,core
1374,"repertoire",B2,24808,core
1375,"mastery",B2,24828,core
1376,"flicker",C1,24871,core
1377,"forcefully",B2,24890,core
1378,"billiards",C1,24911,core
1379,"tremor",B2,24921,core
1380,"inexcusable",C1,24930,core
1381,"clutter",C1,25019,core
1382,"endeavour",B2,25023,core
1383,"strapping",C1,25040,core
1384,"cynicism",C1,25097,core
1385,"antiquity",C1,25117,core
1386,"cynic",C1,25124,core
1387,"preferable",B2,25145,core
1388,"hastily",B2,25153,core
1389,"inaccurate",B2,25180,core
1390,"cite",C1,25191,core
1391,"adjoining",C1,25201,core
1392,"gradual",B2,25222,core
1393,"ineffective",B2,25234,core
1394,"verbally",B2,25237,core
1395,"sarcastically",C1,25252,core
1396,"crease",B2,25267,core
1397,"splatter",B2,25314,core
1398,"carpool",B2,25383,core
1399,"desertion",C1,25401,core
1400,"temperamental",C1,25406,core
1401,"tightrope",B2,25418,core
1402,"strait",B2,25449,core
1403,"artificially",B2,25527,core
1404,"athletics",B2,25528,core
1405,"dropout",B2,25539,core
1406,"commendation",C1,25561,core
1407,"unmanned",C1,25588,core
1408,"mogul",B2,25629,core
1409,"breezy",B2,25639,core
1410,"outback",B2,25649,core
1411,"neighbouring",B2,25664,core
1412,"laborer",B2,25673,core
1413,"insightful",C1,25695,core
1414,"mover",B2,25754,core
1415,"coincide",B2,25785,core
1416,"bustle",B2,25801,core
1417,"squander",C1,25807,core
1418,"humbug",B2,25887,core
1419,"recollect",B2,25918,core
1420,"methodical",C1,25933,core
1421,"pleasurable",C1,26010,core
1422,"quotation",B2,26015,core
1423,"politeness",B2,26021,core
1424,"screenwriter",C1,26035,core
1425,"individuality",C1,26069,core
1426,"macabre",C1,26078,core
1427,"gook",B2,26089,core
1428,"broaden",B2,26102,core
1429,"hibernation",C1,26118,core
1430,"reflective",B2,26138,core
1431,"impersonate",C1,26195,core
1432,"metric",B2,26202,core
1433,"fatality",C1,26258,core
1434,"interactive",B2,26269,core
1435,"aimlessly",C1,26304,core
1436,"dissection",C1,26318,core
1437,"sentient",C1,26322,core
1438,"falter",B2,26325,core
1439,"iceman",B2,26334,core
1440,"overturn",B2,26432,core
1441,"hatching",B2,26436,core
1442,"bathhouse",B2,26439,core
1443,"circuitry",B2,26441,core
1444,"darkroom",C1,26454,core
1445,"salve",C1,26486,core
1446,"bestseller",B2,26492,core
1447,"leisurely",B2,26503,core
1448,"caption",B2,26569,core
1449,"unjustly",B2,26572,core
1450,"dispensary",C1,26576,core
1451,"sponsorship",C1,26613,core
1452,"deduce",B2,26636,core
1453,"pedicure",C1,26645,core
1454,"anchorage",B2,26669,core
1455,"loom",C1,26670,core
1456,"debit",B2,26712,core
1457,"monotonous",C1,26721,core
1458,"competence",B2,26728,core
1459,"homely",C1,26755,core
1460,"classification",B2,26787,core
1461,"cascade",B2,26791,core
1462,"regrettably",B2,26798,core
1463,"unsuitable",B2,26799,core
1464,"recognizable",C1,26821,core
1465,"supple",C1,26849,core
1466,"inflate",B2,26852,core
1467,"villager",B2,26889,core
1468,"reassurance",C1,26891,core
1469,"detach",B2,26912,core
1470,"bequeath",C1,27006,core
1471,"irritation",B2,27009,core
1472,"alphabetical",B2,27020,core
1473,"cyclist",B2,27071,core
1474,"dandelion",B2,27137,core
1475,"realist",C1,27148,core
1476,"impediment",C1,27172,core
1477,"hone",B2,27174,core
1478,"reminisce",C1,27187,core
1479,"apprehensive",C1,27225,core
1480,"inherently",C1,27237,core
1481,"disorganized",B2,27249,core
1482,"closeness",C1,27277,core
1483,"retina",B2,27321,core
1484,"tiptoe",B2,27386,core
1485,"solvent",B2,27387,core
1486,"gutsy",C1,27391,core
1487,"instinctive",C1,27394,core
1488,"dishonesty",B2,27396,core
1489,"misconception",B2,27400,core
1490,"impersonal",C1,27409,core
1491,"invariably",B2,27527,core
1492,"impoverished",C1,27544,core
1493,"estimation",C1,27562,core
1494,"unmistakable",B2,27597,core
1495,"originality",B2,27626,core
1496,"riveting",C1,27634,core
1497,"culmination",B2,27653,core
1498,"roundup",C1,27721,core
1499,"apprenticeship",C1,27725,core
1500,"harrow",B2,27734,core
1501,"workaholic",B2,27741,core
1502,"poise",C1,27766,core
1503,"impossibility",B2,27788,core
1504,"vigorously",B2,27790,core
1505,"applicant",B2,27861,core
1506,"rudimentary",C1,27884,core
1507,"advent",B2,27916,core
1508,"culturally",B2,27927,core
1509,"avid",C1,28005,core
1510,"frantically",B2,28014,core
1511,"aluminium",B2,28024,core
1512,"respite",C1,28051,core
1513,"influenza",B2,28056,core
1514,"heifer",C1,28067,core
1515,"filial",B2,28102,core
1516,"scoff",C1,28152,core
1517,"shortness",B2,28200,core
1518,"restriction",B2,28211,core
1519,"artistry",B2,28217,core
1520,"stopwatch",B2,28222,core
1521,"effectiveness",B2,28229,core
1522,"churn",C1,28241,core
1523,"affectionately",B2,28281,core
1524,"persecute",C1,28298,core
1525,"sag",B2,28367,core
1526,"electronically",B2,28408,core
1527,"workman",B2,28498,core
1528,"amazement",B2,28548,core
1529,"worn-out",B2,28622,core
1530,"degrade",C1,28639,core
1531,"sliver",B2,28677,core
1532,"mythological",C1,28741,core
1533,"stimuli",C1,28795,core
1534,"benevolence",B2,28797,core
1535,"indescribable",B2,28822,core
1536,"upheaval",C1,28838,core
1537,"unselfish",B2,28853,core
1538,"adequately",B2,28867,core
1539,"fantastically",B2,28974,core
1540,"haggle",C1,29027,core
1541,"stately",C1,29092,core
1542,"pessimist",B2,29141,core
1543,"cheerfully",B2,29186,core
1544,"impersonation",C1,29189,core
1545,"ungodly",B2,29195,core
1546,"uneventful",C1,29197,core
1547,"radium",B2,29245,core
1548,"panorama",C1,29341,core
1549,"thirdly",B2,29362,core
1550,"cleanly",C1,29371,core
1551,"teaspoon",B2,29396,core
1552,"norms",C1,29445,core
1553,"centigrade",B2,29523,core
1554,"outset",C1,29559,core
1555,"subtly",C1,29564,core
1556,"overseer",C1,29582,core
1557,"refute",B2,29610,core
1558,"desolation",B2,29697,core
1559,"scythe",B2,29720,core
1560,"educator",B2,29724,core
1561,"carpentry",C1,29747,core
1562,"imp",C1,29765,core
1563,"negatively",B2,29794,core
1564,"booklet",B2,29801,core
1565,"softness",B2,29831,core
1566,"bustling",B2,29836,core
1567,"innocently",B2,29851,core
1568,"clammy",C1,29869,core
1569,"succulent",C1,29987,core
1570,"antiquated",C1,30028,core
1571,"emergence",B2,30039,core
1572,"confidently",B2,30070,core
1573,"marginal",C1,30104,core
1574,"amplifier",B2,30151,core
1575,"nostril",B2,30279,core
1576,"aspiration",B2,30284,core
1577,"illustration",B2,30308,core
1578,"godly",B2,30324,core
1579,"elude",C1,30394,core
1580,"tactful",C1,30417,core
1581,"toenail",B2,30422,core
1582,"displeasure",B2,30470,core
1583,"inanimate",B2,30475,core
1584,"creatively",B2,30498,core
1585,"tropic",B2,30550,core
1586,"diarrhoea",B2,30556,core
1587,"adaptable",B2,30667,core
1588,"wares",C1,30734,core
1589,"impersonator",C1,30765,core
1590,"hi-tech",B2,30767,core
1591,"prolific",C1,30789,core
1592,"barometer",B2,30836,core
1593,"mournful",B2,30838,core
1594,"sandstone",B2,30893,core
1595,"brainwash",C1,30915,core
1596,"numerical",B2,30967,core
1597,"governmental",B2,30972,core
1598,"certification",B2,30978,core
1599,"impervious",C1,30990,core
1600,"claustrophobia",C1,31028,core
1601,"blurt",B2,31077,core
1602,"inflammatory",B2,31079,core
1603,"voracious",C1,31093,core
1604,"acoustics",C1,31149,core
1605,"elective",B2,31163,core
1606,"indefinite",C1,31198,core
1607,"revolutionize",B2,31214,core
1608,"viciously",C1,31252,core
1609,"scribble",B2,31257,core
1610,"desktop",B2,31324,core
1611,"enterprising",C1,31334,core
1612,"wry",C1,31338,core
1613,"stimulant",B2,31419,core
1614,"justly",C1,31462,core
1615,"somersault",C1,31478,core
1616,"disapproval",B2,31539,core
1617,"reminiscent",C1,31551,core
1618,"jeweller",B2,31631,core
1619,"fissure",C1,31644,core
1620,"originate",B2,31694,core
1621,"inert",B2,31725,core
1622,"fiendish",C1,31807,core
1623,"notwithstanding",C1,31809,core
1624,"stockpile",B2,31846,core
1625,"gnaw",C1,31862,core
1626,"conditional",C1,31881,core
1627,"pastoral",B2,31907,core
1628,"advantageous",C1,31937,core
1629,"transistor",B2,31983,core
1630,"telltale",C1,31998,core
1631,"narrowly",B2,32072,core
1632,"ethically",C1,32082,core
1633,"leaflet",B2,32084,core
1634,"pandemic",B2,32094,core
1635,"depiction",C1,32153,core
1636,"nought",B2,32178,core
1637,"prophetic",C1,32198,core
1638,"offhand",B2,32200,core
1639,"overestimate",B2,32235,core
1640,"neurosis",B2,32298,core
1641,"sonnet",B2,32341,core
1642,"sombre",C1,32387,core
1643,"calorie",C1,32484,core
1644,"outpatient",B2,32528,core
1645,"elitist",C1,32540,core
1646,"bothersome",B2,32558,core
1647,"furiously",B2,32595,core
1648,"taut",C1,32607,core
1649,"veneration",C1,32623,core
1650,"ambiguity",B2,32662,core
1651,"rainstorm",B2,32706,core
1652,"drawback",C1,32771,core
1653,"inclusive",C1,32833,core
1654,"leek",B2,32858,core
1655,"nano",B2,32859,core
1656,"portrayal",C1,33012,core
1657,"browser",B2,33072,core
1658,"countryman",B2,33085,core
1659,"broadcaster",B2,33107,core
1660,"waistcoat",B2,33124,core
1661,"labourer",B2,33209,core
1662,"environmentally",B2,33219,core
1663,"frigate",B2,33246,core
1664,"conceit",B2,33258,core
1665,"showy",C1,33319,core
1666,"abnormally",B2,33391,core
1667,"globally",B2,33413,core
1668,"steely",B2,33494,core
1669,"wrangle",C1,33515,core
1670,"repaint",B2,33535,core
1671,"disqualify",B2,33585,core
1672,"jeopardise",B2,33626,core
1673,"mistreat",B2,33699,core
1674,"undersea",B2,33752,core
1675,"indignity",B2,33845,core
1676,"infringement",B2,33939,core
1677,"flax",B2,33954,core
1678,"speculative",C1,33963,core
1679,"quirk",C1,34020,core
1680,"acidic",C1,34056,core
1681,"eclectic",C1,34100,core
1682,"successive",B2,34122,core
1683,"inexplicably",C1,34209,core
1684,"indulgent",B2,34328,core
1685,"radiate",B2,34365,core
1686,"pillowcase",B2,34392,core
1687,"cleverness",C1,34417,core
1688,"fanciful",C1,34429,core
1689,"citywide",B2,34445,core
1690,"bellow",B2,34530,core
1691,"unwavering",C1,34532,core
1692,"untreated",B2,34535,core
1693,"resonate",C1,34725,core
1694,"prance",B2,34775,core
1695,"sympathise",B2,34921,core
1696,"rediscover",C1,35009,core
1697,"perspiration",B2,35021,core
1698,"impressionist",B2,35168,core
1699,"emphatically",B2,35423,core
1700,"powerfully",B2,35471,core
1701,"millimetre",B2,35500,core
1702,"skilful",B2,35534,core
1703,"dissatisfaction",B2,35549,core
1704,"worsen",B2,35639,core
1705,"bombard",B2,35655,core
1706,"astonishment",B2,35658,core
1707,"intravenous",B2,35838,core
1708,"improperly",B2,35847,core
1709,"archeologist",B2,35875,core
1710,"cyberspace",B2,36062,core
1711,"elegantly",B2,36070,core
1712,"rectangular",B2,36197,core
1713,"authoritative",B2,36205,core
1714,"unoccupied",C1,36248,core
1715,"suitably",B2,36284,core
1716,"motley",C1,36292,core
1717,"engulf",B2,36300,core
1718,"bad-tempered",B2,36311,core
1719,"wooded",C1,36348,core
1720,"ewe",C1,36449,core
1721,"remedial",C1,36526,core
1722,"overstep",B2,36554,core
1723,"pallet",B2,36632,core
1724,"enthusiastically",B2,36665,core
1725,"outdo",B2,36707,core
1726,"spellbound",B2,36744,core
1727,"malady",B2,36748,core
1728,"transatlantic",C1,36791,core
1729,"unauthorised",B2,36817,core
1730,"heartwarming",B2,36824,core
1731,"insubordinate",C1,36853,core
1732,"forestry",B2,36911,core
1733,"gaiety",B2,36938,core
1734,"diphtheria",B2,36998,core
1735,"compliant",C1,37113,core
1736,"sexism",B2,37122,core
1737,"additionally",B2,37127,core
1738,"assertion",C1,37171,core
1739,"inclusion",C1,37190,core
1740,"commercially",C1,37200,core
1741,"suburbia",C1,37271,core
1742,"contested",C1,37467,core
1743,"absentee",B2,37524,core
1744,"paintbrush",B2,37535,core
1745,"suds",C1,37577,core
1746,"equip",B2,37608,core
1747,"vigour",B2,37658,core
1748,"microbe",B2,37791,core
1749,"altruistic",C1,38072,core
1750,"pawnbroker",B2,38221,core
1751,"unsatisfactory",B2,38236,core
1752,"untangle",C1,38284,core
1753,"overdraft",C1,38388,core
1754,"shoplifter",B2,38473,core
1755,"atypical",B2,38474,core
1756,"realisation",B2,38545,core
1757,"spreadsheet",B2,38572,core
1758,"wayside",C1,38605,core
1759,"tactile",B2,38676,core
1760,"motorist",B2,38727,core
1761,"dissident",B2,38802,core
1762,"conformity",C1,38991,core
1763,"visibly",B2,39039,core
1764,"theorist",B2,39045,core
1765,"homeward",B2,39066,core
1766,"seesaw",B2,39103,core
1767,"soybean",B2,39156,core
1768,"reorganize",B2,39282,core
1769,"impatiently",B2,39319,core
1770,"broadband",B2,39340,core
1771,"organizational",C1,39398,core
1772,"altruism",C1,39431,core
1773,"astonish",B2,39434,core
1774,"exuberant",C1,39437,core
1775,"symptomatic",C1,39537,core
1776,"toughness",C1,39597,core
1777,"artistically",C1,39655,core
1778,"outwardly",B2,39667,core
1779,"acutely",C1,39669,core
1780,"inexhaustible",C1,39721,core
1781,"irate",C1,39801,core
1782,"walkabout",B2,39814,core
1783,"paratrooper",B2,39819,core
1784,"exuberance",C1,39870,core
1785,"tiredness",B2,39914,core
1786,"shakespearean",B2,39965,core
1787,"densely",B2,40052,core
1788,"pathos",C1,40113,core
1789,"statewide",B2,40226,core
1790,"lethargic",C1,40241,core
1791,"well-built",B2,40267,core
1792,"authorise",B2,40307,core
1793,"orator",B2,40351,core
